CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
951;Maria Luiza Castro;1979-01-17;45;Sítio Stephany da Costa;112;Viana;+55 (021) 3726-4388;joao-miguel20@ig.com.br;Almoxarife
952;Maria Luiza Castro;1980-02-17;43;Lagoa Nicolas Gomes;9;Porto da Prata;(051) 9247 9517;da-rosamariana@hotmail.com;Atleta de tiro com arco
953;Maria Luiza Correia;1978-05-27;45;Sítio de Alves;83;Azevedo;81 8108-9184;vnovaes@gmail.com;Tecnólogo em recursos pesqueiros
954;Maria Luiza Costela;1985-01-09;39;Condomínio de Dias;50;Pereira;+55 (084) 0947-4344;almeidabruno@gmail.com;Lutador de kung fu
955;Maria Luiza Melo;1988-10-04;35;Área Juliana da Rocha;18;Moraes;+55 (041) 9593 8050;bazevedo@yahoo.com.br;Entalhador
956;Maria Luiza Nunes;2012-05-09;11;Pátio de Monteiro;632;da Paz de Martins;0800-598-0862;idas-neves@pinto.br;Assistente de direção
957;Maria Luiza da Rocha;1977-03-25;46;Chácara Maria Julia Carvalho;50;Ferreira Alegre;61 4725 4757;ramosluna@das.net;Babá
958;Maria Rocha;2019-03-31;4;Ladeira Carvalho;15;Vieira;(081) 0611 7791;joao-felipe14@nascimento.br;Árbitro e mediador
959;Maria Sophia Dias;1981-02-15;42;Via Campos;173;Rocha da Mata;+55 31 2688 0082;caueda-mata@yahoo.com.br;Estofador
960;Maria Sophia Ferreira;2002-04-20;21;Vila Kaique Caldeira;99;Pereira Verde;(031) 7340 0034;gabriellymonteiro@ig.com.br;Modelo
961;Maria Sophia Melo;1971-11-11;52;Parque Ana Luiza Carvalho;964;Fogaça dos Dourados;(071) 8268-6632;isisbarros@moraes.com;Ambulante
962;Maria Sophia Mendes;1971-10-01;52;Conjunto de Melo;71;Cardoso dos Dourados;(021) 6234-2463;barbosasabrina@rocha.net;Passador
963;Maria Sophia Moreira;2014-09-03;9;Largo da Luz;64;Teixeira da Serra;+55 11 4229 4784;imoura@nascimento.br;Dedetizador
964;Maria Sophia Nunes;1982-04-12;41;Fazenda de Jesus;35;da Mata;+55 (041) 3077-3284;joao-vitormartins@uol.com.br;Papiloscopista
965;Maria Sophia da Conceição;1972-03-14;51;Distrito Giovanna da Rosa;50;da Paz da Prata;+55 21 8491 0518;costelaana-clara@gmail.com;Lutador de karatê
966;Maria Vitória Costa;1971-02-02;53;Condomínio Beatriz Teixeira;88;Sales Verde;+55 21 5475-6619;yrodrigues@gmail.com;Infectologista
967;Maria Vitória Martins;2013-12-31;10;Esplanada Campos;43;Rodrigues;+55 (021) 3485 0222;rjesus@hotmail.com;Espeleologista
968;Maria Vitória Melo;2012-09-25;11;Vereda Eduarda Sales;440;Duarte;+55 61 6895 2139;kevinramos@gmail.com;Figurante
969;Maria Vitória Nascimento;1978-02-24;45;Estação de Santos;15;Rodrigues;(041) 2613 0146;aduarte@gmail.com;Balconista
970;Maria Vitória Nogueira;2019-09-03;4;Pátio Maria Cecília da Luz;49;Pinto de Lopes;0500 452 0705;ecardoso@hotmail.com;Auxiliar administrativo
971;Maria Vitória Santos;2020-08-09;3;Feira Alexia Cardoso;6;Duarte;(011) 3190 5674;sofia78@vieira.br;Assistente de produção
972;Maria Vitória Viana;1984-12-10;39;Largo Nogueira;96;Novaes;+55 11 6103-5165;alvesrodrigo@aragao.com;Lavador
973;Maria da Rosa;1978-03-21;45;Ladeira Almeida;31;Gomes;0500-723-2832;oaragao@uol.com.br;Jogador de futebol
974;Mariana Araújo;1976-02-16;47;Estação Campos;20;Costela de Goiás;71 3394-6647;da-cunhaluana@gmail.com;Diagramador
975;Mariana Cavalcanti;1980-07-16;43;Setor Lima;78;Ferreira do Amparo;+55 (071) 9067 6477;ycunha@gmail.com;Sociólogo
976;Mariana Moura;1971-08-25;52;Viela Pinto;5;Ferreira;71 7880 5974;moliveira@uol.com.br;Tecnólogo em rochas ornamentais
977;Mariana Porto;1974-10-11;49;Vila Carvalho;743;Ramos;0800-348-8109;enzo-gabriel00@correia.com;Aeronauta
978;Mariana da Conceição;2005-06-19;18;Lagoa de Silva;95;das Neves de Minas;21 4866 2929;xda-cunha@ig.com.br;Meeiro
979;Mariana da Cunha;2022-08-09;1;Quadra Erick Cardoso;74;Cardoso de Souza;84 3885-5300;caua64@yahoo.com.br;Moleiro
980;Mariana da Luz;2022-10-25;1;Chácara Ferreira;18;Porto;+55 (081) 8704-9049;monteiroluna@gmail.com;Presidente da República
981;Marina Ferreira;2005-10-31;18;Fazenda Vinicius Duarte;45;da Conceição;+55 (051) 2020 4362;maria-eduardapinto@hotmail.com;Almoxarife
982;Marina Freitas;1991-08-15;32;Rodovia de da Rocha;34;Pinto das Pedras;(061) 8416-6522;vieirasabrina@oliveira.com;Piloto automobilístico
983;Marina Gomes;1977-11-01;46;Viaduto Arthur Ferreira;435;Cavalcanti Grande;(021) 0586 7602;leticia51@yahoo.com.br;Engenheiro de materiais
984;Marina Santos;2004-06-13;19;Passarela Ana Sophia Rocha;6;Peixoto de Jesus;(051) 8134-9245;eloah09@pereira.com;Ourives
985;Matheus Cavalcanti;1972-03-26;51;Trecho Campos;93;Caldeira;31 5606-3605;maite47@bol.com.br;Ambulante
986;Matheus Lopes;2003-05-04;20;Aeroporto de da Rosa;932;Porto dos Dourados;0300 053 1644;afarias@fogaca.br;Engenheiro físico
987;Matheus Mendes;2010-02-23;13;Distrito de Dias;1;da Rosa;+55 (084) 2465 4444;das-nevesluiz-henrique@lopes.net;Petroleiro
988;Matheus Nogueira;2001-01-30;22;Esplanada Mariana da Luz;536;Moreira de Minas;+55 (041) 5745-6421;ana-luizaferreira@nogueira.br;Tradutor
989;Matheus Pires;2010-09-04;13;Jardim Rodrigo Rocha;91;Castro;+55 51 6529 3951;joao-miguelporto@costa.com;Coordenador
990;Matheus Sales;2015-05-07;8;Fazenda Fogaça;74;Alves;+55 (051) 6285-0453;oliveiramarcela@cavalcanti.br;Comprador
991;Maysa Almeida;1996-01-19;28;Fazenda de Nogueira;3;Rodrigues das Pedras;+55 84 0394 3172;heitor84@ig.com.br;Peixeiro
992;Maysa Castro;1981-07-25;42;Sítio de Souza;33;Costa Verde;(051) 6676 4252;silvajoao-lucas@ig.com.br;Corretor de imóveis
993;Maysa Lopes;1973-03-11;50;Conjunto de Costa;33;da Cruz;(051) 4584 3753;felipemelo@moura.br;Artista plástico
994;Melissa Cavalcanti;2021-01-18;3;Recanto Kamilly das Neves;21;Silveira de da Conceição;0500-707-2411;maraujo@goncalves.br;Co-piloto
995;Melissa Dias;1976-03-12;47;Lago Costa;1;da Paz;+55 51 9703 5379;isaacpereira@bol.com.br;Acupunturista
996;Melissa Freitas;2022-02-08;1;Estrada Maysa Gomes;95;Mendes de Pires;+55 (031) 1771 6023;noliveira@porto.com;Operador de bombas
997;Melissa Jesus;2016-03-26;7;Largo de Jesus;34;Moura;+55 71 0529 2684;renanviana@uol.com.br;Tenista
998;Melissa Moreira;2003-02-20;20;Conjunto de Monteiro;94;Moura de da Conceição;+55 11 6010-8098;nalmeida@melo.com;Químico
999;Melissa Ramos;2010-03-11;13;Núcleo Rodrigues;676;da Costa;+55 61 9367-4432;daraujo@uol.com.br;Técnico em hardware
1000;Miguel Nogueira;2009-11-13;14;Distrito de da Mota;5;das Neves;+55 71 5304-4178;goncalvesemanuel@bol.com.br;Bombeiro
1001;Miguel Novaes;2015-11-28;8;Núcleo Clarice Cardoso;25;Pinto de Goiás;+55 21 8796-7336;noah39@uol.com.br;Adestrador de animais
1002;Milena Barbosa;1979-05-30;44;Trecho Ana Lívia da Paz;121;Sales;+55 71 2244-7564;joao-lucas39@gmail.com;Assistente de produção
1003;Milena Cardoso;1984-01-15;40;Travessa Barbosa;75;Gomes;+55 (021) 6389-3299;nascimentojoao-gabriel@ig.com.br;Embaixador
1004;Milena Cardoso;1988-02-03;35;Avenida de Pinto;90;Melo;(071) 7624-7693;ramosmaria-eduarda@uol.com.br;Ceramista
1005;Milena Dias;2004-11-14;19;Viaduto Nina Martins;33;Farias;0900-286-9610;da-conceicaobarbara@costa.br;Ginasta rítmica
1006;Milena Moraes;1978-10-31;45;Rua Costa;30;Cardoso;(031) 3772 4284;kaiquecorreia@gmail.com;Tecnólogo em produção Sucroalcooleira
1007;Milena Oliveira;1987-02-28;36;Praia Maria Fernanda da Cruz;16;Jesus;81 2187-3854;stella28@hotmail.com;Engenheiro de controle e automação
1008;Milena Oliveira;1972-11-19;51;Núcleo Thales Duarte;31;Viana;0900 367 3479;costelajoaquim@costela.br;Endodontista
1009;Milena Santos;1990-03-02;33;Sítio Vieira;276;Cardoso de Aragão;+55 11 2769-1142;santosbenicio@da.com;Jogador de handebol
1010;Milena Viana;2018-02-08;5;Jardim de Viana;262;Araújo;+55 (081) 1674 9055;rda-cunha@bol.com.br;Caminhoneiro
1011;Mirella Almeida;2006-12-17;17;Fazenda Olivia Vieira;565;Araújo;0500 376 1451;raul66@das.net;Roteirista
1012;Mirella Azevedo;1987-11-25;36;Trevo Enzo Gabriel Porto;54;Nogueira de Cardoso;+55 (031) 3667-6272;nicolasaragao@ramos.br;Jogador de futebol
1013;Mirella Correia;1971-04-08;52;Trevo de Moreira;178;Teixeira da Serra;(011) 4667-7841;acampos@ig.com.br;Especialista em agronegócios
1014;Mirella Cunha;1995-03-06;28;Quadra de Lima;15;da Cunha de Goiás;+55 (011) 3801-4225;isabellada-conceicao@costa.net;Matemático
1015;Mirella Farias;2021-05-30;2;Sítio Viana;356;Pinto da Praia;0900-562-5076;castrodavi-luiz@bol.com.br;Técnico de som
1016;Mirella Moraes;1987-12-17;36;Praça de Costela;430;Moreira Paulista;+55 31 5278-9212;vieiramirella@peixoto.com;Presidente da República
1017;Mirella Moura;1971-03-21;52;Estação Barbosa;53;da Rocha da Praia;81 5519 7322;esthercorreia@uol.com.br;Administrador
1018;Mirella Novaes;2001-04-12;22;Chácara de Fernandes;96;Cavalcanti de Pinto;(061) 3483 3085;joao-guilherme12@hotmail.com;Porteiro
1019;Mirella Vieira;2012-08-10;11;Viaduto de Moraes;8;Pires;(071) 5110-1904;goncalvesvitoria@barros.org;Tecelão
1020;Murilo Campos;1979-10-07;44;Colônia de da Cunha;2;Peixoto de Minas;+55 (051) 4627-2512;diego03@uol.com.br;Gourmet
1021;Murilo Cardoso;2004-05-30;19;Sítio Joaquim Viana;34;Dias;+55 31 6225-4526;ana-luizaramos@ig.com.br;Biólogo
1022;Murilo Duarte;2010-11-26;13;Lagoa Silva;28;Rezende;61 4232 0495;jviana@da.com;Tenista
1023;Murilo Fernandes;2000-12-07;23;Área Farias;67;Azevedo;(084) 4876 6424;matheus88@moura.org;Mãe social
1024;Nathan Cardoso;1979-03-25;44;Rua Erick Nunes;809;Rezende;+55 51 8048 9387;cjesus@uol.com.br;Engenheiro de controle e automação
1025;Nathan da Luz;1980-07-15;43;Aeroporto Mariane da Luz;3;Moraes da Mata;+55 41 2846-9762;luiza27@teixeira.br;Locutor
1026;Natália Alves;2019-10-03;4;Rua Pereira;74;Pereira;0500-570-8579;rrodrigues@ig.com.br;Tecelão
1027;Natália Ramos;2012-08-29;11;Lagoa Yago Cunha;99;Azevedo;(071) 0192-6526;pcarvalho@silveira.com;Atleta de tiro com arco
1028;Natália Ramos;1984-04-18;39;Setor Ana Laura da Mata;5;Pires Verde;51 8805 9442;maria-fernandacarvalho@costela.com;Ambulante
1029;Natália Rezende;1988-04-03;35;Recanto Santos;61;Almeida de Silveira;+55 41 2523-4453;stellafarias@ig.com.br;Motorista
1030;Natália Silva;1990-10-23;33;Fazenda Mirella Mendes;2;Rodrigues;(021) 5361-0888;novaesluigi@hotmail.com;Necromaquiador
1031;Natália da Cruz;1980-12-06;43;Lagoa Martins;45;Pereira da Praia;0500 537 2853;caldeirafernando@gmail.com;Ecólogo
1032;Natália da Mata;1983-10-03;40;Jardim Enzo Gabriel Correia;86;Rocha;84 4032 6014;ogomes@uol.com.br;Co-piloto
1033;Nicolas Barros;1998-01-12;26;Estação Enrico da Costa;9;Correia da Praia;84 9536 5260;murilo83@uol.com.br;Carpinteiro
1034;Nicolas Caldeira;1977-01-07;47;Favela de Pereira;17;Azevedo da Prata;(081) 1396-6334;laurada-luz@fernandes.org;Berçarista
1035;Nicolas Caldeira;1995-06-09;28;Sítio Rezende;6;das Neves do Galho;+55 51 2734 0003;correiafernanda@da.com;Numerólogo
1036;Nicolas Cardoso;2006-02-15;17;Vale de Farias;76;Moura;+55 (031) 7065-7005;paulo02@martins.com;Headhunter
1037;Nicolas Dias;2002-05-16;21;Campo Ferreira;70;Correia Paulista;84 7409-8288;anthony77@almeida.com;Técnico em rede
1038;Nicolas Farias;2011-11-01;12;Distrito da Luz;19;da Rocha de Minas;+55 61 3774 5428;isaac01@ig.com.br;Lutador de jiu-jitsu
1039;Nicolas Rezende;2012-11-01;11;Residencial Daniel da Mota;90;Dias de Teixeira;+55 51 7676 0852;marina56@bol.com.br;Profissional de áudio
1040;Nicolas Rezende;1989-07-09;34;Via de Melo;81;Moura;84 1968 7322;qmendes@bol.com.br;Cartazeiro
1041;Nicolas da Costa;1987-01-27;37;Lagoa Thales Santos;467;Lima;+55 21 7231-9047;martinsguilherme@gmail.com;Engenheiro agrônomo
1042;Nicole Aragão;1983-07-10;40;Parque da Rosa;474;Novaes;+55 21 8983-4375;smonteiro@nascimento.br;Chaveiro
1043;Nicole Duarte;2008-07-14;15;Loteamento Aragão;37;da Cruz das Pedras;+55 (081) 6909 4035;eduardoda-rosa@da.br;Lixeiro/Coletor de lixo
1044;Nicole Fogaça;1992-01-22;32;Rodovia de Barbosa;502;Viana;(041) 4237-1018;murilo09@da.com;Cinegrafista
1045;Nicole Martins;1990-02-06;33;Alameda Souza;43;Costa;+55 11 6349-8988;nicolascavalcanti@da.net;Técnico em documentação
1046;Nicole Novaes;1981-10-25;42;Vereda Maitê Ribeiro;713;Lopes da Mata;71 6420 7228;rafael78@ribeiro.org;Dialoguista
1047;Nicole Silva;2002-11-29;21;Lagoa Pires;62;Cavalcanti de Carvalho;+55 84 0546-4728;joao-lucascostela@rodrigues.br;Caldeireiro
1048;Nicole da Rocha;1989-07-31;34;Distrito de Gomes;70;Costa;84 5214 8116;lorenada-mata@bol.com.br;Profissional de áudio
1049;Nicole das Neves;2000-08-17;23;Praça de Moura;9;Araújo;+55 (011) 3359-6551;gteixeira@freitas.br;Esgrimista
1050;Nina Cardoso;1979-04-17;44;Estrada de Pereira;5;Lopes;(041) 1794-1941;pfogaca@bol.com.br;Barman
1051;Nina Ferreira;2003-06-12;20;Lagoa de Silva;4;Vieira;0800-467-6681;lunasales@uol.com.br;Cobaia Médica
1052;Nina Gonçalves;2016-04-18;7;Alameda Fogaça;7;da Luz de Jesus;0500 295 3786;santosian@yahoo.com.br;Tecnólogo em desenvolvimento social
1053;Nina Pinto;2023-08-01;0;Praia de Cardoso;30;Santos de da Rocha;+55 (071) 4338 4407;lucas-gabrielmendes@hotmail.com;Turismólogo
1054;Nina Sales;2008-03-31;15;Passarela de Gomes;1;Fogaça dos Dourados;31 0011 9189;costelaelisa@gmail.com;Nutrologista
1055;Nina da Costa;2004-04-19;19;Favela Murilo Fogaça;67;da Cruz;(061) 6525-9333;mcastro@porto.com;Nefrologista
1056;Noah Almeida;1983-11-26;40;Largo de Rezende;48;da Conceição;+55 41 4492 8692;pietrosilva@bol.com.br;Gerente de inovações ou novos negócios
1057;Noah Cunha;1999-01-15;25;Aeroporto de das Neves;211;da Mota de Correia;+55 41 6074-7089;leticia26@bol.com.br;Engenheiro metalúrgico
1058;Noah Silva;1980-06-28;43;Vereda Sophie Caldeira;48;Vieira Verde;81 5016 6155;pmendes@barbosa.net;Coveiro/Sepultador
1059;Noah da Costa;2006-11-01;17;Lagoa de Campos;49;Fogaça da Praia;0300 556 3225;erick75@uol.com.br;Cancerologista ou Oncologista
1060;Noah da Paz;1970-10-07;53;Distrito Marcela Freitas;5;Moraes da Praia;(084) 3941 3182;ana-sophia60@alves.br;Metalúrgico
1061;Noah da Rosa;2007-04-11;16;Ladeira de da Costa;5;Almeida;0900 869 5640;juliaramos@ig.com.br;Levantador de peso
1062;Olivia Barros;1995-10-06;28;Residencial de Araújo;66;Gonçalves do Norte;+55 (011) 8143-3540;cardosokaique@hotmail.com;Desembargador de justiça
1063;Olivia Caldeira;2014-10-08;9;Estrada Moraes;73;Novaes;0500-570-3104;laviniasales@barbosa.net;Soldador
1064;Olivia Jesus;1991-06-12;32;Avenida de Barbosa;242;Dias;(011) 9988-8060;gda-costa@jesus.com;Levantador de peso
1065;Olivia da Luz;1973-10-29;50;Loteamento Lucca Oliveira;20;Cunha;0500-764-2257;imoura@pinto.com;Petroleiro
1066;Olivia da Luz;2006-02-10;17;Lagoa de Pinto;7;Cardoso;+55 (021) 0004 5959;stellada-rosa@martins.org;Arrumadeira
1067;Otávio Campos;2011-03-18;12;Campo de Almeida;7;Ribeiro;+55 31 0770-1127;laraujo@costa.com;Intérprete
1068;Otávio Lopes;1971-04-09;52;Viela Ribeiro;6;Moura da Praia;61 6079-9818;sda-rocha@hotmail.com;Cartógrafo
1069;Otávio Pires;1992-03-04;31;Trevo Beatriz Gomes;453;Santos;81 6902-3194;enzo-gabriel12@silva.com;Ascensorista
1070;Otávio Rocha;2016-09-02;7;Vale Kaique da Rosa;3;da Rosa;(031) 8690-7892;luiz-felipeviana@moreira.com;Auxiliar de reprografia
1071;Otávio Viana;1997-02-02;26;Passarela Luiz Felipe da Mata;18;Silveira;84 1143-9809;kevinmoreira@hotmail.com;Jornalista
1072;Otávio da Mata;2014-04-28;9;Condomínio de Campos;7;Fogaça;51 2946 3589;souzaisaac@rodrigues.br;Tecnólogo em recursos pesqueiros
1073;Paulo Correia;2020-12-01;3;Jardim Eduarda Ramos;58;Moraes das Pedras;+55 61 1547-3643;araujothomas@moreira.com;Bibliotecário
1074;Paulo Fernandes;1975-02-05;48;Setor Stella Cavalcanti;97;das Neves da Serra;71 6263-5577;pbarros@farias.br;Manicure
1075;Paulo Gonçalves;2001-07-11;22;Área de Nogueira;469;da Luz Grande;11 4848 3599;gomeslucas-gabriel@melo.org;Chefe de cozinha
1076;Paulo Lima;1998-05-23;25;Esplanada Luiz Otávio Porto;65;Castro de da Rosa;(071) 4553 3050;joao-gabriel41@yahoo.com.br;Lanterneiro
1077;Paulo Sales;1997-05-19;26;Via da Cunha;20;da Luz;+55 (011) 7380-4161;joaquim09@hotmail.com;Geradorista
1078;Pedro Cardoso;1986-03-13;37;Vila Thomas Teixeira;3;Nogueira;(011) 5494 4571;uda-rosa@sales.org;Profissional de manutenção industrial
1079;Pedro Cunha;1981-10-08;42;Rua de Carvalho;81;Caldeira do Galho;+55 (071) 7980 7074;sophia05@melo.br;Instrumentista musical
1080;Pedro Fernandes;1985-12-09;38;Sítio Manuela Lopes;26;da Mata do Sul;+55 (031) 6352-7666;araujovinicius@nascimento.br;Escriturário
1081;Pedro Gomes;1981-02-01;43;Conjunto Freitas;2;Porto;84 2679-8531;laviniaribeiro@gmail.com;Ombudsman
1082;Pedro Henrique Carvalho;1994-11-21;29;Favela Heloísa da Costa;625;da Paz;+55 (081) 5948 4986;luiz-otavio59@barros.org;Musicoterapeuta
1083;Pedro Henrique Costela;1974-11-11;49;Rua Carolina Jesus;72;Gonçalves Alegre;(031) 4529 9066;pvieira@yahoo.com.br;Jogador de handebol
1084;Pedro Henrique Farias;1977-11-24;46;Parque de Teixeira;62;Correia de Nogueira;51 3299 3351;zramos@pinto.net;Operador de bombas
1085;Pedro Henrique Lopes;2005-10-17;18;Trecho Thales Nunes;34;da Mota;41 6436-1409;teixeiraluiz-henrique@da.br;Odontologista estético
1086;Pedro Henrique Porto;1978-06-09;45;Parque Novaes;1;Ferreira Paulista;+55 51 0717 7230;luiz-fernandofernandes@uol.com.br;Instrutor
1087;Pedro Henrique da Conceição;2001-12-21;22;Núcleo de Cardoso;38;Gonçalves da Praia;(041) 8932 0944;saraujo@hotmail.com;Assessor de imprensa
1088;Pedro Lucas Barbosa;1985-03-23;38;Largo Lopes;95;da Costa do Galho;0500-994-7974;souzajoao-gabriel@yahoo.com.br;Representante comercial
1089;Pedro Lucas Cardoso;1986-03-31;37;Residencial Evelyn Cardoso;1;Moreira do Norte;31 4309-6385;martinsmaria-vitoria@gmail.com;Jogador de basquete
1090;Pedro Lucas Costela;1999-07-25;24;Viela Viana;18;Santos do Norte;(084) 6932 9575;nicolas70@da.com;Pescador
1091;Pedro Lucas Dias;2000-12-06;23;Via de Cardoso;74;Caldeira;+55 21 1245-0148;rochavitor-gabriel@bol.com.br;Engenheiro de produção agroindustrial
1092;Pedro Lucas Novaes;1992-11-03;31;Vale de Ramos;479;Campos;+55 (031) 3247-1581;pgomes@araujo.br;Sapateiro
1093;Pedro Melo;1978-07-09;45;Alameda Pietra da Mota;29;Lopes;(051) 7687 3710;vitorcostela@gmail.com;Profissional de rádio e tv
1094;Pedro Mendes;2003-05-17;20;Trecho de Farias;9;das Neves;+55 (011) 7575-0385;obarros@ig.com.br;Laboratorista
1095;Pedro Miguel Cardoso;2001-09-06;22;Travessa Davi Pereira;253;Vieira;+55 (051) 6314 5064;limasabrina@hotmail.com;Meredeira
1096;Pedro Miguel Castro;2011-10-06;12;Colônia Gomes;88;Nascimento;+55 (051) 9955-3165;otavioferreira@da.net;Mergulhador
1097;Pedro Miguel Martins;1995-08-14;28;Estação Vinicius Cavalcanti;89;Novaes do Amparo;21 4071-9327;pereiraamanda@bol.com.br;Líder comunitário
1098;Pedro Miguel Moura;1974-10-29;49;Feira Fernando Cardoso;80;da Costa;(071) 9980 8214;lmoura@moura.br;Imunologista
1099;Pedro Miguel Pereira;2011-07-13;12;Distrito Marcos Vinicius Costela;94;Almeida de Martins;41 5568 6759;drocha@sales.br;Trompetista
1100;Pedro Miguel da Cruz;2020-01-25;3;Recanto Guilherme Duarte;42;Azevedo do Oeste;+55 (071) 8582-5475;fariasandre@ig.com.br;Portuário
1101;Pedro Nogueira;1977-12-13;46;Aeroporto de Cardoso;860;Souza da Praia;+55 (041) 3474 0161;julia90@da.br;Auxiliar administrativo
1102;Pedro Pinto;1970-08-13;53;Colônia Pinto;299;da Cunha;(021) 4888 9495;bianca61@hotmail.com;Médico legista
1103;Pedro Rezende;2019-04-17;4;Passarela Barbosa;55;Freitas;+55 (021) 8112 7553;thiagoda-cruz@gmail.com;Operador de telemarketing
1104;Pedro da Paz;2014-06-25;9;Loteamento Diogo Carvalho;9;Viana Verde;51 2833 5038;leonardocosta@da.org;Ferroviário
1105;Pedro da Rosa;1975-06-18;48;Rua Júlia Araújo;8;Moraes de Monteiro;+55 (031) 8097 4239;ana-julianascimento@ig.com.br;Impressor
1106;Pietra Barbosa;1997-04-03;26;Trevo Vinicius Costa;238;Cunha;(041) 0454-8168;sophierodrigues@ig.com.br;Diretor de produção
1107;Pietra Caldeira;1978-01-24;46;Vereda Maria Moura;1;Gonçalves do Campo;21 3323 1389;pjesus@uol.com.br;Cenógrafo
1108;Pietra Costela;2003-01-02;21;Colônia Sophie Almeida;36;Rodrigues;(071) 4416-8735;bryangomes@yahoo.com.br;Engenheiro aeronáutico
1109;Pietra Fernandes;2022-05-07;1;Fazenda de Barros;854;Novaes da Praia;+55 81 6081-2405;lorenzo54@bol.com.br;Neonatologista
1110;Pietra Moreira;1990-02-28;33;Vale Araújo;94;Jesus;+55 11 1315-6739;lais65@yahoo.com.br;Gestor de recursos humanos
1111;Pietra Nunes;1983-01-28;41;Passarela de Aragão;226;Moreira de Costela;+55 31 6884 6242;da-pazvinicius@uol.com.br;Capoeirista
1112;Pietra Silveira;1975-05-06;48;Área Ana Beatriz Silva;6;Duarte;+55 41 6452 6321;toliveira@vieira.org;Notário
1113;Pietra da Costa;1990-01-13;34;Vale de Melo;45;da Costa da Serra;+55 (031) 9059 7216;fferreira@bol.com.br;Leiteiro
1114;Pietro Dias;2009-02-17;14;Aeroporto de Martins;85;Martins de Melo;(021) 3662 5698;pietra91@hotmail.com;Contramestre em transporte marítimo
1115;Pietro Fogaça;1975-05-05;48;Travessa João Felipe Pereira;19;Moreira do Galho;+55 11 5806-1451;tgoncalves@yahoo.com.br;Saxofonista
1116;Pietro Melo;2003-11-19;20;Avenida Sales;81;Moura da Prata;(071) 7121-2898;nmendes@uol.com.br;Karateca
1117;Pietro Pereira;1984-06-24;39;Rodovia Maitê Moreira;23;Correia de Goiás;+55 51 1664 4433;costajoao-felipe@bol.com.br;Cartógrafo
1118;Pietro Porto;2001-07-16;22;Estrada Pereira;52;Santos de Porto;84 9804-0434;alvesdanilo@gmail.com;Escrivão
1119;Pietro da Cunha;2008-07-11;15;Favela de Nascimento;794;Duarte;+55 61 8865-4160;da-cruzsarah@hotmail.com;Serralheiro
1120;Pietro da Luz;1970-11-03;53;Passarela Catarina Correia;3;Vieira das Flores;(021) 2655 8288;ana-beatrizramos@da.br;Barman
1121;Pietro da Luz;1979-06-03;44;Avenida Gonçalves;1;Freitas de Viana;+55 61 1289 3870;isabel40@hotmail.com;Amolador de ferramentas
1122;Rafael Aragão;1987-06-20;36;Pátio de Nogueira;907;Cardoso;+55 (021) 2746 3342;marcelo53@da.org;Letrista
1123;Rafael Barbosa;1976-05-21;47;Morro de Peixoto;92;Moreira;(084) 0124-4402;alexandre22@alves.com;Ginasta rítmica
1124;Rafael Carvalho;2019-08-17;4;Parque de Barros;59;da Cunha do Galho;61 9016 1327;helenacastro@monteiro.com;Flautista
1125;Rafael Carvalho;2023-06-22;0;Ladeira de Duarte;35;da Rocha;(061) 4352-6947;juliana29@viana.br;Consultor de radiestesia
1126;Rafael Melo;1981-04-14;42;Alameda de Fogaça;752;Lopes das Pedras;+55 81 3067 5737;eduardo04@rodrigues.br;Engenheiro de projetos
1127;Rafael Silva;2006-11-27;17;Largo Rezende;93;Peixoto;81 6262-3830;caio35@moreira.com;Nefrologista
1128;Rafaela Caldeira;2021-09-20;2;Avenida de Souza;45;Ramos;(081) 5330 9211;maria-fernandamonteiro@da.org;Biotecnólogo
1129;Rafaela Cardoso;1984-09-26;39;Lagoa Luana Dias;84;Cardoso do Sul;+55 (071) 4574 1467;duartematheus@monteiro.org;Motorista
1130;Rafaela Farias;1993-02-22;30;Rodovia de Dias;76;Freitas de Correia;0800-663-9889;rodriguesvicente@yahoo.com.br;Marketeiro
1131;Rafaela Gomes;1994-02-02;29;Pátio de Dias;5;da Rosa Paulista;(081) 9376-9396;da-conceicaojoao-pedro@gmail.com;Recreador
1132;Rafaela Gonçalves;2000-06-12;23;Morro Bárbara da Paz;95;da Cruz;(081) 3382 3713;luiz-fernandoda-paz@bol.com.br;Agente comunitário de saúde
1133;Raquel Cardoso;1998-01-05;26;Alameda de Jesus;914;Teixeira da Prata;+55 (011) 2956-3525;falves@castro.net;Vereador
1134;Raquel Cunha;1979-03-04;44;Núcleo de da Conceição;18;Porto do Sul;41 1365 4220;gda-cunha@alves.br;Embaixador
1135;Raquel Martins;2007-04-26;16;Vereda de Barros;55;Moura;0300 165 4497;dnunes@correia.com;Administrador de banco de dados DBA
1136;Raquel Moura;1984-05-21;39;Condomínio de Gomes;85;Nogueira;+55 84 8024-4322;qcunha@da.com;Jornalista
1137;Raquel Ribeiro;1985-08-13;38;Trevo de Santos;457;da Costa Paulista;(051) 4988-6199;ada-rosa@gmail.com;Tecelão
1138;Raquel Souza;2010-05-02;13;Colônia de Silveira;54;Araújo da Praia;84 2390 7632;barrosisabelly@cunha.br;Almirante
